nct_id,title,status,start_date,completion_date,phase,enrollment,study_type,sponsor,sponsor_class,fda_regulated
NCT06747676,GRAViceptive NEGlect Treatment in Acute Stroke Using Targeted Cranial ELECTrotherapy,RECRUITING,2025-01-03,2026-01-15,"PHASE1, PHASE2",28,INTERVENTIONAL,University of Sao Paulo,OTHER,True
NCT06169852,Stimulus-Evoked Directional Field Potentials to Guide Subthalamic and Pallidal DBS for PD,RECRUITING,2024-01-12,2028-11-30,NA,36,INTERVENTIONAL,University of Alabama at Birmingham,OTHER,True
NCT07404852,Non-invasive Vagus Nerve Stimulation to Reduce Inflammation and Brain Injury Blood Biomarkers Following an Acute Ischemic Stroke,RECRUITING,2026-02-23,2028-02-29,NA,65,INTERVENTIONAL,Washington University School of Medicine,OTHER,True
NCT04279067,BCI-FES Therapy for Stroke Rehabilitation,COMPLETED,2020-05-15,2024-11-26,NA,62,INTERVENTIONAL,"University of California, Irvine",OTHER,True
NCT03747601,Temporal Interference Brain Stimulation,TERMINATED,2019-09-19,2023-06-30,NA,8,INTERVENTIONAL,Beth Israel Deaconess Medical Center,OTHER,True
NCT04050501,Non-invasive Vagus Nerve Stimulation in Acute Ischemic Stroke,COMPLETED,2019-10-09,2025-05-05,NA,150,INTERVENTIONAL,Leiden University Medical Center,OTHER,True
NCT03353688,Biomarkers to Guide Directional DBS for Parkinson's Disease,COMPLETED,2017-11-03,2024-07-31,NA,31,INTERVENTIONAL,University of Alabama at Birmingham,OTHER,True
NCT04471844,"Pivotal, Randomized, Open-label Study of Optune® (Tumor Treating Fields) Concomitant With RT & TMZ for the Treatment of Newly Diagnosed GBM",COMPLETED,2020-12-08,2026-02-19,NA,981,INTERVENTIONAL,NovoCure Ltd.,INDUSTRY,True
NCT06135285,Korus: a Device to Prevent Sudden Unexpected Death in Epilepsy (SUDEP),NOT_YET_RECRUITING,2026-05-15,2027-06,NA,10,INTERVENTIONAL,Brigham and Women's Hospital,OTHER,True
NCT04089761,Safety and Efficacy of Nerivio™ for the Acute Treatment of Migraine in Adolescents,TERMINATED,2019-10-01,2020-05-24,NA,60,INTERVENTIONAL,Theranica,INDUSTRY,True
NCT04201834,Risperidone for the Treatment of Huntington's Disease Involuntary Movements,COMPLETED,2020-08-13,2023-12-30,PHASE2,6,INTERVENTIONAL,University of Rochester,OTHER,True
NCT05870124,Clinical Study of a Micro-Implantable Pulse Generator for the Treatment of Peripheral Neuropathic Pain (COMFORT 2),ACTIVE_NOT_RECRUITING,2023-04-27,2027-12-31,NA,185,INTERVENTIONAL,"Nalu Medical, Inc.",INDUSTRY,True
NCT03597100,Prospective Study for Symptomatic Relief of ET With Cala Therapy,COMPLETED,2018-12-14,2019-05-29,NA,263,INTERVENTIONAL,"Cala Health, Inc.",INDUSTRY,True
NCT06477016,OsciPulse D-dimer Pilot Trial,RECRUITING,2025-02-12,2027-02,NA,40,INTERVENTIONAL,University of Pennsylvania,OTHER,True
NCT04576650,Brain-Computer Interface Implant for Severe Communication Disability,WITHDRAWN,2022-10,2023-10,NA,0,INTERVENTIONAL,Johns Hopkins University,OTHER,True
NCT03479697,HIRREM for Stage 1 Primary Hypertension,COMPLETED,2018-08-08,2020-11-13,NA,5,INTERVENTIONAL,Wake Forest University Health Sciences,OTHER,True
NCT07010705,Digital Measures for Clinical Trial Endpoints in Huntington's Disease,RECRUITING,2025-06-20,2026-09-30,,100,OBSERVATIONAL,University of Rochester,OTHER,True
NCT06585254,tVNS in Long COVID-19,RECRUITING,2024-11-01,2026-12-31,NA,50,INTERVENTIONAL,Icahn School of Medicine at Mount Sinai,OTHER,True
NCT07215481,Automated Image-Guided Programming of Deep Brain Stimulation (DBS) for Parkinson's Disease,NOT_YET_RECRUITING,2025-12,2026-10,NA,15,INTERVENTIONAL,Stanford University,OTHER,True
NCT04571112,GPi+NBM DBS in Parkinson's Disease With Mild Cognitive Impairment,COMPLETED,2017-12-04,2021-03-01,NA,6,INTERVENTIONAL,University of Toronto,OTHER,True
NCT03169751,An Exploratory Trial Using sEMG to Differentiate PNES From Epileptic Seizures,UNKNOWN,2017-09-01,2020-02-01,,71,OBSERVATIONAL,Brain Sentinel,OTHER,True
NCT05653778,Scrambler Therapy for Corticobasal Syndrome-Associated Pain,RECRUITING,2024-04-05,2027-02,NA,25,INTERVENTIONAL,Johns Hopkins University,OTHER,True
NCT03625752,Optimization of NIBS for Diabetic Neuropathy Neuropathic Pain,ACTIVE_NOT_RECRUITING,2019-06-06,2026-05-07,NA,60,INTERVENTIONAL,Case Western Reserve University,OTHER,True
NCT04799418,STEM-PD Open Label Extension (OLE),TERMINATED,2022-09-15,2025-02-24,NA,148,INTERVENTIONAL,Scion NeuroStim,INDUSTRY,True
NCT05505643,Cryoablation vs Lumpectomy in T1 Breast Cancers,RECRUITING,2024-04-03,2033-04-30,NA,120,INTERVENTIONAL,Washington University School of Medicine,OTHER,True
NCT06272955,LONG TERM EFFECTS OF SPINAL CORD STIMULATION,UNKNOWN,2024-01-04,2025-06-30,,10,OBSERVATIONAL,Nora Vanegas,OTHER,True
NCT05437276,A Therapeutic Experience Program (TEP) Study for Improvement of Gait in People With Multiple Sclerosis (MS),COMPLETED,2022-07-01,2024-12-31,,43,OBSERVATIONAL,Helius Medical Inc,INDUSTRY,True
NCT04365374,Post-Surgical Stereotactic Radiotherapy (SRT) Versus GammaTile-ROADS (Radiation One and Done Study),ACTIVE_NOT_RECRUITING,2021-04-06,2029-08-30,PHASE3,230,INTERVENTIONAL,"GT Medical Technologies, Inc.",INDUSTRY,True
NCT03076515,Migraine Treatment With Nerivio Migra Neurostimulation Device,TERMINATED,2017-04-02,2018-04-01,NA,120,INTERVENTIONAL,Theranica,INDUSTRY,True
NCT07152145,Pilot Study of tSCS for Improving Upper Limb Function in People With Multiple Sclerosis,NOT_YET_RECRUITING,2025-10,2026-12,NA,60,INTERVENTIONAL,Parc de Salut Mar,OTHER,True
NCT04579692,MR Guided Focused Ultrasound (FUS) for the Treatment of Trigeminal Neuralgia,ACTIVE_NOT_RECRUITING,2021-08-16,2026-05-28,NA,10,INTERVENTIONAL,"University of Maryland, Baltimore",OTHER,True
NCT05977335,Continuous and Non-invasive Measurements by Task Force® CORE/CARDIO in Autonomic Function Testing (AFT),NOT_YET_RECRUITING,2026-11-01,2027-12-01,,75,OBSERVATIONAL,CNSystems Medizintechnik GmbH,INDUSTRY,True
NCT07221110,rTMS Treatment of Dysphagia in Parkinson's Patients,COMPLETED,2024-08-01,2025-10-08,NA,26,INTERVENTIONAL,Ege University,OTHER,True
NCT03716505,Non-invasive Vagus Nerve Stimulation for the Prevention of Migraines,COMPLETED,2018-11-02,2020-09-09,NA,231,INTERVENTIONAL,ElectroCore INC,INDUSTRY,True
NCT07398157,"Simplified, Scalable, 24-hour Adaptive DBS in Parkinson's Disease",NOT_YET_RECRUITING,2026-02-01,2031-11-30,NA,24,INTERVENTIONAL,"University of California, San Francisco",OTHER,True
NCT06245031,"Extension to a Pivotal Study of Sensory Stimulation in Alzheimer's Disease (OLE Hope Study, CA-0015)",ENROLLING_BY_INVITATION,2024-02-29,2027-03,NA,402,INTERVENTIONAL,"Cognito Therapeutics, Inc.",INDUSTRY,True
NCT07288437,Deep Brain Stimulation for Spinocerebellar Ataxia,RECRUITING,2026-03,2031-03,NA,5,INTERVENTIONAL,"University of California, San Francisco",OTHER,True
NCT04514562,The Vesalio NeVa Stent Retriever Study for Treatment of Large Vessel Occlusion Strokes: CLEAR Study,UNKNOWN,2021-04-03,2023-08,NA,120,INTERVENTIONAL,Vesalio,INDUSTRY,True
NCT06357832,New Investigational Stimulation Protocol for Treatment of Major Depression Disorder (MDD),COMPLETED,2024-04-29,2026-03-05,NA,104,INTERVENTIONAL,Brainsway,INDUSTRY,True
NCT07088835,SeizEAR Safety Study,RECRUITING,2025-05-08,2026-12-31,NA,15,INTERVENTIONAL,Icahn School of Medicine at Mount Sinai,OTHER,True
NCT02340585,Neuroform Atlas Stent System Study,COMPLETED,2015-06-18,2022-09-30,NA,298,INTERVENTIONAL,Stryker Neurovascular,INDUSTRY,True
NCT06142435,mTBI Identification and Monitoring Through Retinal Scanning,RECRUITING,2023-08-15,2025-08-31,,60,OBSERVATIONAL,"Rebiscan, Inc.",INDUSTRY,True
NCT03955432,Long-term Cardiac Monitoring in Epilepsy,TERMINATED,2019-03-19,2023-01-03,NA,7,INTERVENTIONAL,Northwell Health,OTHER,True
NCT05968703,Combined STN and NBM Deep Brain Stimulation for Mild Cognitive Impairment in Parkinson's Disease,RECRUITING,2025-04-08,2027-07-31,NA,10,INTERVENTIONAL,Helen M. Bronte-Stewart,OTHER,True
NCT07001072,Smartshoes for Freezing of Gait in Parkinson's Disease,NOT_YET_RECRUITING,2025-09,2026-09,NA,20,INTERVENTIONAL,Stanford University,OTHER,True
NCT04652583,Auricular Muscle Zone Stimulation for Parkinson Disease,COMPLETED,2021-05-01,2022-01-05,PHASE2,38,INTERVENTIONAL,Stoparkinson Healthcare Systems LLC,INDUSTRY,True
NCT06641271,Study to Investigate Vagus Nerve Stimulation Paired With Motor Task for Remyelination and Functional Recovery,RECRUITING,2025-01-21,2027-11,NA,70,INTERVENTIONAL,"University of Colorado, Denver",OTHER,True
NCT07270276,The Impact of Dry Needling on Electrophysiological and Ultrasound-based Biomarkers for Myofascial Pain,RECRUITING,2026-02-01,2028-08-31,NA,70,INTERVENTIONAL,Beth Israel Deaconess Medical Center,OTHER,True
NCT06336720,PoNS® Therapy for Gait and Balance Deficits in Chronic Stroke Survivors: A Single-Arm Study,ACTIVE_NOT_RECRUITING,2024-05-01,2026-09-30,NA,30,INTERVENTIONAL,Helius Medical Inc,INDUSTRY,True
NCT03092804,The Brain Structure and Neural Network Changing the Before and After Ventriculo-peritoneal Shunting in the Normal Pressure Hydrocephalus Patients,UNKNOWN,2016-08-01,2019-08,,60,OBSERVATIONAL,Peking Union Medical College Hospital,OTHER,True
NCT03152136,A Pilot Study of the Cala ONE Device for Essential Tremor,COMPLETED,2017-07-26,2018-03-08,NA,62,INTERVENTIONAL,"Cala Health, Inc.",INDUSTRY,True
NCT04298723,Comparison of LAA-Closure vs Oral Anticoagulation in Patients With NVAF and Status Post Intracranial Bleeding.,RECRUITING,2020-06-16,2029-12,NA,530,INTERVENTIONAL,Jena University Hospital,OTHER,True
NCT03481205,Ischemic Conditioning During Air tRansport Save penUmbral Tissue,RECRUITING,2020-06-01,2026-12-31,NA,10,INTERVENTIONAL,Enrique Leira,OTHER,True
NCT05958030,GyroGlove Use in Essential Tremor Patients,NOT_YET_RECRUITING,2025-07,2025-12,NA,30,INTERVENTIONAL,GyroGear Ltd,INDUSTRY,True
NCT06328114,Accelerating TMS for Cervical Dystonia,ENROLLING_BY_INVITATION,2024-12-17,2029-07-01,NA,50,INTERVENTIONAL,Duke University,OTHER,True
NCT02744911,Development of Software to Provide the SpeechVive Device Via the Internet,COMPLETED,2018-01-26,2019-06-15,NA,143,INTERVENTIONAL,"SpeechVive, Inc",INDUSTRY,True
NCT06101004,"A Multi-center, Non-interventional Prospective Clinical Trial to Evaluate the Safety and Effectiveness of CVA-FLOW",UNKNOWN,2023-10-23,2024-05-30,,460,OBSERVATIONAL,Cvaid Medical,INDUSTRY,True
NCT06804668,Safety and Feasibility of Tele-supervised Home-based Transcranial Direct Current Stimulation in Parkinson's Disease,RECRUITING,2025-02-06,2026-09-01,NA,6,INTERVENTIONAL,Brigham and Women's Hospital,OTHER,True
NCT06027788,CTSN Embolic Protection Trial,RECRUITING,2023-09-18,2027-04-01,NA,842,INTERVENTIONAL,Icahn School of Medicine at Mount Sinai,OTHER,True
NCT03348956,Biomarkers in Chemotherapy-Induced Peripheral Neurotoxicity,COMPLETED,2018-03-01,2022-02-14,NA,7,INTERVENTIONAL,Dartmouth-Hitchcock Medical Center,OTHER,True
NCT04106466,DBS for TRD With the Medtronic Summit RC+S,ACTIVE_NOT_RECRUITING,2020-01-21,2030-12-31,NA,10,INTERVENTIONAL,"Helen Mayberg, MD",OTHER,True
NCT04629469,Low Field and High Field Magnetic Resonance Imaging Assessments on Pediatric Patients,RECRUITING,2020-10-01,2030-12,NA,250,INTERVENTIONAL,Children's Mercy Hospital Kansas City,OTHER,True
NCT05032482,WeArable Neuromodulation DeVice for the TrEatment of Alzheimer's Disease,WITHDRAWN,2023-12,2024-03,NA,0,INTERVENTIONAL,Scion NeuroStim,INDUSTRY,True
NCT03787238,"A Randomized, Multicenter, Study for the prEvention and Acute Treatment of Migraine (REAL)",WITHDRAWN,2019-05-15,2020-10-01,NA,0,INTERVENTIONAL,ElectroCore INC,INDUSTRY,True
NCT04217551,Influence of Cooling Duration on Efficacy in Cardiac Arrest Patients,ACTIVE_NOT_RECRUITING,2020-05-18,2025-09-05,NA,1158,INTERVENTIONAL,University of Michigan,OTHER,True
NCT03872453,Acute Treatment Trial in Adult Subjects With Migraines,COMPLETED,2019-03-25,2019-11-11,"PHASE2, PHASE3",2154,INTERVENTIONAL,Pfizer,INDUSTRY,True
NCT06368193,The Neuralert Stroke Monitor Pilot Trial,RECRUITING,2024-12-12,2027-05-01,NA,50,INTERVENTIONAL,Neuralert Technologies LLC,INDUSTRY,True
NCT04369638,Fabrication of Naso-alveolar Molding (NAM) Appliance in Cleft Lip and Palate (CLP) From Digital Magnetic Resonance Imaging (MRI) Face Scan,TERMINATED,2021-01-27,2021-04-01,NA,1,INTERVENTIONAL,"The University of Texas Health Science Center, Houston",OTHER,True
NCT03929302,Brain Energy Metabolism and Sleep in Adults,TERMINATED,2018-11-30,2020-01-31,NA,41,INTERVENTIONAL,The University of Texas at Dallas,OTHER,True
NCT06060119,Comparison of Microneedling and CTG for Gingival Augmentation- A RCT,UNKNOWN,2023-11-28,2024-07-30,PHASE2,12,INTERVENTIONAL,Krishnadevaraya College of Dental Sciences & Hospital,OTHER,True
NCT06569329,Bacterial Reduction After Supplementary Disinfection Procedures in Infected Root Canals,RECRUITING,2024-08-20,2026-08,NA,90,INTERVENTIONAL,Abhishek Parolia,OTHER,True
NCT03671512,Standard Root Planing vs. Periodontal Structure Repair Device for Treatment of Pockets Caused by Periodontal Disease,COMPLETED,2018-12-06,2020-03-09,NA,60,INTERVENTIONAL,"Periovance, Inc",INDUSTRY,True
NCT07293975,Pain Control During Braces Removal Using Transcutaneous Electrical Nerve Stimulation and High-Frequency Vibration,NOT_YET_RECRUITING,2026-01,2026-09,NA,90,INTERVENTIONAL,University of Baghdad,OTHER,True
NCT03231254,Differences in Predicted Therapeutic Outcome of Oral Appliance Determined by RCMP in Quebec Versus Shenyang Patients With OSA.,UNKNOWN,2017-07-01,2017-10-29,,100,OBSERVATIONAL,First Hospital of China Medical University,OTHER,True
NCT04957342,Effect of Using Placental Membranes on Healing and Post-op Pain After Gum Surgery,COMPLETED,2021-05-15,2023-07-01,NA,10,INTERVENTIONAL,Harvard Medical School (HMS and HSDM),OTHER,True
NCT07103941,IOA Preventing Occlusal Changes With MAD Use,RECRUITING,2025-11-17,2026-04-30,NA,30,INTERVENTIONAL,Isabel Moreno Hay,OTHER,True
NCT01641198,An Implant With an Acid-etched Fixture Surface and Internal-hex Collar May Achieve Greater Osseointegration.,COMPLETED,1992-03,2013-09-30,NA,58,INTERVENTIONAL,Université de Montréal,OTHER,True
NCT03033628,"Pain Perception of Dental Local Anesthesia Using ""DentalVibe Comfort System"" in a Group of Egyptian Children",UNKNOWN,2017-04-01,2018-01-01,NA,21,INTERVENTIONAL,Cairo University,OTHER,True
NCT03812276,Neodent Implantable Devices of GM Line,COMPLETED,2019-02-14,2023-01-28,,43,OBSERVATIONAL,Neodent,INDUSTRY,True
NCT05459935,Photobiomodulation for Pediatric Hypertrophic Tonsils,RECRUITING,2022-10-15,2030-01-06,NA,64,INTERVENTIONAL,University of Alberta,OTHER,True
NCT04237545,A Clinical Study of the T3 Short Dental Implant System,COMPLETED,2019-10-01,2026-01-31,NA,106,INTERVENTIONAL,ZimVie,INDUSTRY,True
NCT06132165,Efficacy of Skin Cooling in Reducing Pain Associated With Non-invasive Treatments of Neurofibromatosis Type 1 Cutaneous Neurofibromas,COMPLETED,2024-03-01,2025-07-31,PHASE1,13,INTERVENTIONAL,Massachusetts General Hospital,OTHER,True
NCT05022368,Oral Device Clinical Trial,UNKNOWN,2021-05-24,2024-08-01,PHASE1,250,INTERVENTIONAL,Nationwide Children's Hospital,OTHER,True
NCT04415281,Photobiomodulation for the Management of Temporomandibular Disorder Pain,TERMINATED,2021-04-28,2022-12-16,NA,14,INTERVENTIONAL,University of Florida,OTHER,True
NCT04003298,Efficacy of the Addition of a Power Interdental Device to an Electric Toothbrush on Gingival Health.,COMPLETED,2019-06-26,2019-08-23,NA,70,INTERVENTIONAL,"Water Pik, Inc.",INDUSTRY,True
NCT03969342,Standardization of Mid-Level Providers Using Point of Care Ultrasound to Diagnose Pediatric Pneumonia,UNKNOWN,2018-01-15,2019-11,NA,7,INTERVENTIONAL,Bridge to Health Medical and Dental,OTHER,True
NCT05916235,Photobiomodulation for Management of Temporomandibular Disorder Pain,RECRUITING,2024-02-08,2028-10,NA,130,INTERVENTIONAL,University of Florida,OTHER,True
NCT06656325,An Evaluation of the Effect of the Erchonia FX-405 Laser as an Adjunctive Treatment of Periodontitis,RECRUITING,2025-01-01,2027-02-01,NA,70,INTERVENTIONAL,Erchonia Corporation,INDUSTRY,True
NCT03032705,Clinical Evaluation of Kerr SonicFill™ 2 vs 3M ESPE Filtek™ Supreme Ultra Universal Restorative,COMPLETED,2017-06-19,2020-02-05,NA,51,INTERVENTIONAL,Tufts University,OTHER,True
NCT06713330,Comparing Stainless Steel Crowns with Prefabricated Resin Crowns in Primary Molar Teeth,RECRUITING,2024-05-17,2025-05-15,NA,50,INTERVENTIONAL,"Children's Hospital Medical Center, Cincinnati",OTHER,True
NCT07179627,Ankle Exoskeleton for Stroke Gait Enhancement,RECRUITING,2026-02-09,2028-12,NA,15,INTERVENTIONAL,Georgia Institute of Technology,OTHER,True
NCT02873585,"Conventional Bite Wing Radiography Versus Stationary Intraoral Tomosynthesis, a Comparison Study",COMPLETED,2018-04-19,2019-09-30,NA,32,INTERVENTIONAL,"University of North Carolina, Chapel Hill",OTHER,True
NCT05612724,Rutgers Pilot for PREDICT- Patient POC Test,COMPLETED,2020-12-30,2022-10-31,NA,14,INTERVENTIONAL,"Rutgers, The State University of New Jersey",OTHER,True
NCT03205800,Temporary Anchorage Devices for Ridge Preservation,COMPLETED,2018-01-12,2020-11-09,NA,6,INTERVENTIONAL,"University of Maryland, Baltimore",OTHER,True
NCT03891004,Skin Closure With Tissue Adhesives vs. Subcuticular Suture After Robotic Urogynecologic Procedures,COMPLETED,2018-03-20,2018-12-31,NA,47,INTERVENTIONAL,St. John Hospital & Medical Center,OTHER,True
NCT04081311,A Comparison of the Efficacy of Interdental Floss to Water Flosser Around Dental Implants,COMPLETED,2019-09-06,2021-03-31,NA,33,INTERVENTIONAL,University of Manitoba,OTHER,True
NCT03812692,Validation of a Simplified MATRx Plus,COMPLETED,2019-02-06,2021-03-01,,59,OBSERVATIONAL,Zephyr Sleep Technologies,INDUSTRY,True
NCT07287956,The Use of Adjunct Oxygen High-Level Laser Therapy on the Clinical and Microbiological Outcomes of Peri-implant Disease,COMPLETED,2024-02-05,2025-08-01,NA,16,INTERVENTIONAL,King Abdullah University Hospital,OTHER,True
NCT05661747,Dental Appliance to Treat SDB in Children,UNKNOWN,2022-05-03,2025-03-31,PHASE4,50,INTERVENTIONAL,"Vivos BioTechnologies, Inc.",INDUSTRY,True
NCT03215667,Ridge Preservation With Moldable Beta-tricalcium Phosphate Bone Substitute on Non-containable Non-Molar Extraction Sites,TERMINATED,2017-08-01,2019-11-03,NA,9,INTERVENTIONAL,Sunstar Americas,INDUSTRY,True
NCT04871581,Adjunctive Treatment of Chronic Migraine Using an Oral Dental Device,COMPLETED,2019-10-01,2020-06-30,NA,25,INTERVENTIONAL,ChairsideSplint.com,INDUSTRY,True
NCT03033134,A Study to Evaluate the Safety and Effectiveness of the Left Atrial Appendage Closure Therapy Using BSJ003W,COMPLETED,2017-02-27,2019-09-05,NA,54,INTERVENTIONAL,Boston Scientific Japan K.K.,INDUSTRY,True
NCT03972527,Photobiomodulation to Demonstrate Safety and Reduce the Incidence of Oral Mucositis in Adult Head & Neck Cancer Patients,COMPLETED,2022-08-05,2024-07-18,NA,85,INTERVENTIONAL,MuReva Phototherapy Inc.,INDUSTRY,True
NCT04228367,JuggerStitch Post Market Clinical Follow-up Study,RECRUITING,2020-09-25,2026-04-30,NA,104,INTERVENTIONAL,Zimmer Biomet,INDUSTRY,True
NCT04900285,Pilot Study for Feasibility of Using an Oral Appliance for Decreasing Snoring,UNKNOWN,2021-06-01,2023-12-31,NA,30,INTERVENTIONAL,Norton Healthcare,OTHER,True
NCT03885323,ToothWave Plaque and Gingivitis Study,COMPLETED,2019-02-28,2019-04-15,NA,86,INTERVENTIONAL,Home Skinovations Ltd.,INDUSTRY,True
NCT03862482,Peri-Implant Healing Around Two Different Machined-Collar Designs After 25 Years of Function,COMPLETED,2019-06-03,2019-12-31,NA,22,INTERVENTIONAL,Université de Montréal,OTHER,True
NCT06519149,Safety and Effectiveness of Slow Wave Device for the Treatment of Obstructive Sleep Apnea,RECRUITING,2024-10-01,2025-09-30,,70,OBSERVATIONAL,"Slow Wave, Inc.",INDUSTRY,True
NCT03486717,The Use of Virtual Reality Goggles,COMPLETED,2018-05-01,2018-12-21,NA,7,INTERVENTIONAL,Casey Goetz,OTHER,True
NCT02357979,Fissure Caries Inhibition Study With Solea CO2-9.3μm Short-pulsed Laser,COMPLETED,2018-02-08,2020-03-31,NA,60,INTERVENTIONAL,"University of California, San Francisco",OTHER,True
NCT04596761,ToothWave Calculus Reduction and Accumulation Prevention Study,COMPLETED,2020-07-15,2020-12-10,NA,90,INTERVENTIONAL,Home Skinovations Ltd.,INDUSTRY,True
NCT05361746,Scotchbond Universal Plus Compared to Scotchbond Universal With Filtek Universal Restorative to Restore Class V NCCLs,ACTIVE_NOT_RECRUITING,2022-08-18,2025-07-30,NA,38,INTERVENTIONAL,Solventum US LLC,INDUSTRY,True
NCT05445869,Severe OSA Study (SOS),TERMINATED,2022-09-12,2024-02-15,NA,35,INTERVENTIONAL,ProSomnus Sleep Technologies,INDUSTRY,True
NCT04092075,Safety and Efficacy of the ToothWave -12 Weeks Calculus Study,COMPLETED,2019-08-07,2020-04-30,NA,87,INTERVENTIONAL,Home Skinovations Ltd.,INDUSTRY,True
NCT06539676,A Study to Compare Nighttime Aligners to Daytime Aligners,TERMINATED,2024-09-04,2025-01-17,NA,7,INTERVENTIONAL,Dentsply Sirona Implants and Consumables,INDUSTRY,True
NCT03886727,Effectiveness of Rubber Dam Isolation Versus Cotton Roll Isolation on Bonded Fissure Sealant Retention,UNKNOWN,2020-02-01,2021-06-01,NA,50,INTERVENTIONAL,"Zafer Cavit Cehreli, DDS, PhD",OTHER,True
NCT03075865,A Cohort Study for Clinical Evaluation of OmniMax MMF System,COMPLETED,2017-06-28,2019-06-28,,39,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT04779203,Study Comparing Osseodensification With Standard Drilling,COMPLETED,2020-07-27,2020-12-18,,23,OBSERVATIONAL,Jackson Implant Surgery,INDUSTRY,True
NCT05264545,Non-Guided vs. Guided Surgery to Immediately Loaded PrimeTaper Implants in Partially Edentulous Patients,ACTIVE_NOT_RECRUITING,2022-03-22,2026-10,NA,100,INTERVENTIONAL,McGuire Institute,INDUSTRY,True
NCT05585905,Virtual Reality in Pediatric Dentistry,COMPLETED,2023-03-17,2024-06-30,NA,20,INTERVENTIONAL,University of Southern California,OTHER,True
NCT01224158,Study of an Experimental Toothbrush for Treatment and Prevention of Gingivitis,COMPLETED,2010-09-13,2010-10-29,NA,153,INTERVENTIONAL,Johnson & Johnson Consumer and Personal Products Worldwide,INDUSTRY,True
NCT05126797,3D Printed Oral Stents for Patients With Head and Neck Cancer Receiving Radiation Therapy,TERMINATED,2017-10-11,2025-03-21,NA,57,INTERVENTIONAL,M.D. Anderson Cancer Center,OTHER,True
NCT05038293,Efficacy of Plaque Removal of a Novel Brushing Device,COMPLETED,2021-09-17,2022-02-01,NA,42,INTERVENTIONAL,University of Washington,OTHER,True
NCT04680806,Laser-Assisted Gingival Depigmentation,COMPLETED,2015-04-05,2019-10-20,NA,60,INTERVENTIONAL,Academy of Laser Dentistry - Gulf Laser Chapter,OTHER,True
NCT07245758,Facial iD Customized Mandible Reconstruction Plates,RECRUITING,2024-12-01,2025-12-31,,80,OBSERVATIONAL,Stryker Craniomaxillofacial,INDUSTRY,True
NCT04892355,Postoperative Pain After İntracanal Procedures,UNKNOWN,2022-08-06,2022-11-06,NA,140,INTERVENTIONAL,Afyonkarahisar Health Sciences University,OTHER,True
NCT07290790,A Prospective Multicenter Clinical Investigation Evaluating the Accuracy of the Trimline Design When Treated With SureSmile® Aligners.,RECRUITING,2026-01-29,2028-02-01,NA,90,INTERVENTIONAL,Dentsply Sirona Implants and Consumables,INDUSTRY,True
NCT04430387,Dental Isolation Methods in Pediatric Patients,WITHDRAWN,2021-11-01,2022-11,NA,0,INTERVENTIONAL,"The University of Texas Health Science Center, Houston",OTHER,True
NCT02569671,Bone Level Tapered Multi-Center Study,ACTIVE_NOT_RECRUITING,2016-03,2025-09,NA,53,INTERVENTIONAL,Institut Straumann AG,INDUSTRY,True
NCT03309748,Phototherapy Remediation of Black Stain,COMPLETED,2014-05-05,2016-04-30,NA,31,INTERVENTIONAL,Cardenal Herrera University,OTHER,True
NCT03750955,Induced Gingivitis & Intra-oral Imaging,COMPLETED,2018-11-05,2019-06-03,NA,16,INTERVENTIONAL,University of Washington,OTHER,True
NCT03828136,Novum Vitrium® Cervical Cage in Anterior Cervical Discectomy and Fusion,TERMINATED,2019-04-24,2022-03-21,NA,25,INTERVENTIONAL,Bio2 Technologies,INDUSTRY,True
NCT03764059,Clinical Study of Filtek™ Bulk Fill Posterior Restorative in Class I and II Restorations,COMPLETED,2017-10-17,2019-11-14,NA,240,INTERVENTIONAL,3M,INDUSTRY,True
NCT03100435,Efficacy of Er:YAG Laser in Decontamination of Dental Implants: An In-Vitro Study,COMPLETED,2017-04-20,2018-10-18,NA,8,INTERVENTIONAL,Tufts University,OTHER,True
NCT04876625,OA Therapy for Mouth-breathers Who Snore,COMPLETED,2019-07-26,2022-09-25,NA,89,INTERVENTIONAL,Texas A&M University,OTHER,True
NCT07384923,The Effect of Vibration Devices on Pain and Discomfort During Local Anesthesia Administration in Children,NOT_YET_RECRUITING,2026-02-01,2026-04-30,NA,20,INTERVENTIONAL,King Abdulaziz University,OTHER,True
NCT03749928,OstiSense Biosensor in Bruxism Reduction - A Clinical Study,WITHDRAWN,2021-12,2022-12,NA,0,INTERVENTIONAL,"University of California, San Francisco",OTHER,True
NCT03078127,Researching the Effects of Airway Clearance Therapies in Cystic Fibrosis,COMPLETED,2017-02-01,2018-01-10,NA,10,INTERVENTIONAL,"University of North Carolina, Chapel Hill",OTHER,True
NCT06430268,Efficacy of Non-surgical and Surgical Surface Decontamination Methods on Peri-implantitis-affected Implants,ENROLLING_BY_INVITATION,2024-05-21,2027-06-30,NA,90,INTERVENTIONAL,Andrea Ravida,OTHER,True
NCT06671106,Efficacy of an Amine and Zinc Lactate - Containing Mouthrinse in the Home-based Treatment of Plaque-induced Gingivitis in Adolescents.,RECRUITING,2025-01-07,2026-12-31,NA,150,INTERVENTIONAL,Università degli Studi di Ferrara,OTHER,True
NCT03797209,Hot AXIOS System Japan Post Market Survey,COMPLETED,2019-01-15,2020-10-30,,120,OBSERVATIONAL,Boston Scientific Japan K.K.,INDUSTRY,True
