nct_id,title,status,start_date,completion_date,phase,enrollment,study_type,sponsor,sponsor_class,fda_regulated
NCT04801680,Mpact 3D Metal Cup PMS,RECRUITING,2019-11-07,2032-12-07,,500,OBSERVATIONAL,Medacta International SA,INDUSTRY,True
NCT04012996,2-level Cervical Disc Replacement Comparing Prodisc C SK & Vivo to Mobi-C,ACTIVE_NOT_RECRUITING,2019-08-05,2028-05-13,NA,390,INTERVENTIONAL,Centinel Spine,INDUSTRY,True
NCT06089291,Persona IQ Cohort Study,ENROLLING_BY_INVITATION,2024-02-20,2027-12,,200,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT04111276,In Vivo Three-Dimensional Determination of Osteoarthritis Brace Effectiveness,COMPLETED,2019-07-12,2020-11-06,NA,23,INTERVENTIONAL,"The University of Tennessee, Knoxville",OTHER,True
NCT07118501,"A Prospective, Post-Market, Clinical Follow-up Study of the Incompass™ Total Ankle System",RECRUITING,2026-02-06,2038-09-01,,200,OBSERVATIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT07336264,Characterization of Acute Pain,RECRUITING,2025-12-02,2028-06-02,,100,OBSERVATIONAL,Children's National Research Institute,OTHER,True
NCT05361941,Multicenter Trial of Antibiotic Eluting Graft for Promoting New Bone Growth In/near Infected Bone Cavities,RECRUITING,2023-08-31,2025-12-31,NA,204,INTERVENTIONAL,"Elute, Inc.",INDUSTRY,True
NCT04002518,MDR - Biomet Cannulated Screws,ACTIVE_NOT_RECRUITING,2019-08-07,2026-12,,51,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT06142669,EVOLUTION® Revision STEMMED CS Post Market Clinical Follow-up Study Protocol,RECRUITING,2023-10-31,2036-12,,45,OBSERVATIONAL,MicroPort Orthopedics Inc.,INDUSTRY,True
NCT03075488,Ultrasound Prescan vs Conventional Landmark-guided Technique in Spinal Anesthesia in Orthopedic Obese Patients,COMPLETED,2017-03-31,2018-04-03,NA,130,INTERVENTIONAL,Istituto Ortopedico Rizzoli,OTHER,True
NCT06627673,MultiCenter IDE Study of the PEEK-OPTIMA™ Femoral Component vs a CoCr Alloy TKA Femoral Component of Similar Design,NOT_YET_RECRUITING,2025-01-01,2028-03-01,NA,200,INTERVENTIONAL,Maxx Orthopedics Inc,INDUSTRY,True
NCT06215170,"SafeMedWaste At-Home, Environmentally-Friendly Opioid Disposal Kit for Orthopedic Post-Operative Surgical Patients to Reduce Opioids Available for Diversion",UNKNOWN,2024-02-01,2025-02-01,PHASE1,300,INTERVENTIONAL,"SafeMedWaste, Inc.",INDUSTRY,True
NCT07011888,Innovative Physiotherapy in Stroke Rehabilitation,NOT_YET_RECRUITING,2025-11-15,2026-01-30,NA,1,INTERVENTIONAL,Sevval Yesilkır,OTHER,True
NCT03681977,Clinical Outcomes of MP Persona vs. Persona Knee-PS,ENROLLING_BY_INVITATION,2019-09-01,2026-06-30,NA,162,INTERVENTIONAL,Lady Davis Institute,OTHER,True
NCT05487677,Subscapularis Repair Augmentation for Total Shoulder Arthroplasty,RECRUITING,2023-12-01,2028-12-01,NA,100,INTERVENTIONAL,Stanford University,OTHER,True
NCT07171346,Post Operative Use of Neuromuscular Electrical Stimulation (NMES) Device for ACLR Patients,ENROLLING_BY_INVITATION,2026-02-10,2028-06,NA,25,INTERVENTIONAL,University of Kansas Medical Center,OTHER,True
NCT06456268,VibraCool Device to Reduce Pain and Opioid Use After Anterior Cruciate Ligament Reconstruction (ACLR),RECRUITING,2026-06,2026-11-30,NA,130,INTERVENTIONAL,Columbia University,OTHER,True
NCT01473134,Safety and Efficacy of the Oxford Cementless Partial Knee System,COMPLETED,2011-12,2021-11-30,NA,320,INTERVENTIONAL,Zimmer Biomet,INDUSTRY,True
NCT03604029,Evaluating the Diagnostic Performance of ACS Using NIRS in Traumatized Lower Extremities,UNKNOWN,2019-01-07,2022-02-28,,300,OBSERVATIONAL,"Nonin Medical, Inc",INDUSTRY,True
NCT00432159,Comparison of DISCOVER™ Artificial Cervical Disc and ACDF for Treatment of Cervical DDD (IDE Study),COMPLETED,2006-07-01,2016-05-01,NA,500,INTERVENTIONAL,DePuy Spine,INDUSTRY,True
NCT06513182,Do Wound Protectors Reduce Contamination in Total Shoulder Arthroplasty?,ACTIVE_NOT_RECRUITING,2024-06-21,2029-06,NA,100,INTERVENTIONAL,University of Utah,OTHER,True
NCT03339492,PEMF as Adjunctive Treatment Following Surgical Repair of Full Thickness Rotator Cuff Tears,TERMINATED,2018-01-15,2022-12-31,NA,377,INTERVENTIONAL,Orthofix Inc.,INDUSTRY,True
NCT04836936,Auriculotherapy in the Treatment of Pre-Operative Anxiety,RECRUITING,2021-04-13,2026-06-30,NA,60,INTERVENTIONAL,Jacques E. Chelly,OTHER,True
NCT06772506,Minimally Invasive Non-surgical Therapy for the Treatment of Splinted Stage IV Periodontitis,COMPLETED,2022-08-11,2024-11-30,NA,40,INTERVENTIONAL,Minia University,OTHER,True
NCT03162666,Patient Outcomes Using an Expandable Spacer,WITHDRAWN,2017-02-28,2020-11-06,,0,OBSERVATIONAL,Globus Medical Inc,INDUSTRY,True
NCT03481595,Improvement of Patient Satisfaction and Overall Outcomes Using HealthLoop,COMPLETED,2018-04-17,2020-06-17,NA,294,INTERVENTIONAL,The Cleveland Clinic,OTHER,True
NCT06646029,Pilot Study on The Effectiveness of Relative Motion Orthosis in Finger Motion,RECRUITING,2024-12-07,2028-12,NA,64,INTERVENTIONAL,NYU Langone Health,OTHER,True
NCT04364295,Stronger Together Global Registry,ENROLLING_BY_INVITATION,2020-03-20,2028-08,,2285,OBSERVATIONAL,"SeaSpine, Inc.",INDUSTRY,True
NCT07364695,Early Postoperative Function After Open Versus Ultrasound-Guided Trigger Finger Release,COMPLETED,2023-06-20,2024-12-31,,60,OBSERVATIONAL,Massachusetts General Hospital,OTHER,True
NCT03122899,Study of Bone Growth in the Sacroiliac Joint After Minimally Invasive Surgery With Titanium Implants,COMPLETED,2017-10-03,2024-06-19,NA,51,INTERVENTIONAL,"SI-BONE, Inc.",INDUSTRY,True
NCT07501949,H-Wave® Device Stimulation for Post-operative Rotator Cuff Repair Surgery,NOT_YET_RECRUITING,2026-04-01,2027-03-31,NA,80,INTERVENTIONAL,Electronic Waveform Lab,INDUSTRY,True
NCT06948591,BioBrace® Augmentation in Anterior Cruciate Ligament Reconstruction Procedures,RECRUITING,2025-04-08,2030-06,,500,OBSERVATIONAL,CONMED Corporation,INDUSTRY,True
NCT05153863,C Scope Visualization System Prospective Study,COMPLETED,2022-01-20,2023-07-07,NA,51,INTERVENTIONAL,CIT Ortho,INDUSTRY,True
NCT02200939,Post-Market Evaluation of the Rotation Medical Rotator Cuff System,COMPLETED,2014-08-20,2020-11-24,NA,148,INTERVENTIONAL,"Smith & Nephew, Inc.",INDUSTRY,True
NCT04731077,Avenir Complete Post-Market Clinical Follow-Up Study,ACTIVE_NOT_RECRUITING,2021-09-27,2036-06-01,NA,275,INTERVENTIONAL,Zimmer Biomet,INDUSTRY,True
NCT03440632,Functional Electrical Stimulation During Walking in Cerebral Palsy,COMPLETED,2018-08-01,2021-09-30,NA,25,INTERVENTIONAL,Maastricht University Medical Center,OTHER,True
NCT06451120,Platelet Rich Plasma Injections In Young And Old Human Subjects,RECRUITING,2024-06-01,2027-02-16,PHASE2,60,INTERVENTIONAL,"University of California, San Francisco",OTHER,True
NCT04099680,Free Gingival Grafts (FGGs) in Mandibular Posterior Sites,UNKNOWN,2020-12-31,2025-04-15,NA,13,INTERVENTIONAL,Ohio State University,OTHER,True
NCT03576079,Effect of Laser Therapy Versus Anterior Re-positioning Splint in the Treatment of Disc Displacement With Reduction,COMPLETED,2015-09-01,2018-06-01,NA,30,INTERVENTIONAL,Cairo University,OTHER,True
NCT07020312,Brain-Computer Interface Visualization Training to Optimize Muscle Activation Following Orthopaedic Surgery,RECRUITING,2025-08-14,2028-08,PHASE2,240,INTERVENTIONAL,Rush University Medical Center,OTHER,True
NCT05329584,InSpace Accelerated Rehabilitation Study,RECRUITING,2022-02-07,2026-12,NA,160,INTERVENTIONAL,Stryker Endoscopy,INDUSTRY,True
NCT06379321,Evaluation of Outcomes of the Triathlon Hinge Knee (THK) System,RECRUITING,2024-05-10,2034-05-10,,200,OBSERVATIONAL,The Cleveland Clinic,OTHER,True
NCT06458816,Non-Invasive Distractor During Knee Arthroscopy,NOT_YET_RECRUITING,2024-06,2025-01,NA,14,INTERVENTIONAL,The Taylor Collaboration,OTHER,True
NCT06638138,Study of Artelon FLEXBAND® for Patients Undergoing Soft Tissue Reconstruction of the Anterior Talofibular Ligament (ATFL) to Treat Lateral Ankle Instability,ENROLLING_BY_INVITATION,2023-08-22,2027-06-23,NA,92,INTERVENTIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT03286543,Electrical Stimulation for the Treatment of Pain Following Total Knee Arthroplasty Using the SPRINT Beta System,COMPLETED,2017-09-05,2020-04-15,NA,47,INTERVENTIONAL,"SPR Therapeutics, Inc.",INDUSTRY,True
NCT04015167,A Post-Market Clinical Evaluation of the Treatment of Tibia Fractures With the T2 Alpha Tibia Nailing System,COMPLETED,2019-09-12,2023-08-08,,103,OBSERVATIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT02405234,Ascension PyroCarbon Radial Head Study,TERMINATED,2009-01,2017-01,NA,78,INTERVENTIONAL,"Smith & Nephew, Inc.",INDUSTRY,True
NCT04781621,Foundational Ingredients of Robotic Gait Training for People with Spinal Cord Injury During Inpatient Therapy,COMPLETED,2021-04-12,2024-03-08,NA,115,INTERVENTIONAL,Baylor Research Institute,OTHER,True
NCT07286513,Persona SoluTion PPS Femur PMCF,NOT_YET_RECRUITING,2026-02-28,2037-12,,200,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT04700735,Cross Therapy Registry - Edema - US,COMPLETED,2021-06-22,2023-11-09,,83,OBSERVATIONAL,Firstkind Ltd,INDUSTRY,True
NCT03494660,SCP Hip Outcomes Study,ACTIVE_NOT_RECRUITING,2018-03-27,2025-12,,82,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT04341948,Treatment of Post-Operative Pain Following Orthopedic Surgery With SPRINT® Peripheral Nerve Stimulation (PNS) System,COMPLETED,2020-08-06,2024-06-27,NA,56,INTERVENTIONAL,"SPR Therapeutics, Inc.",INDUSTRY,True
NCT06259409,Regenn® Therapy System Safety Study,RECRUITING,2024-10-09,2026-06,PHASE1,30,INTERVENTIONAL,"Progenerative Medical, Inc",INDUSTRY,True
NCT04054401,SynerFuse Spinal Fusion and Neuromodulation Proof of Concept Study,UNKNOWN,2022-01-06,2024-10,NA,20,INTERVENTIONAL,"SynerFuse, Inc",OTHER,True
NCT04594993,INFINITY™ With ADAPTIS™ Technology Study,ACTIVE_NOT_RECRUITING,2021-02-09,2035-11,,200,OBSERVATIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT04835428,STAND - Study of the AGN1 LOEP SV Kit Compared to PMMA in Patients With Vertebral Compression Fractures,RECRUITING,2022-05-31,2027-12-31,NA,408,INTERVENTIONAL,"AgNovos Healthcare, LLC",INDUSTRY,True
NCT02260921,Study to Evaluate the Iovera° Device for Temporary Relief From Knee Pain,COMPLETED,2014-10-20,2016-05-31,NA,180,INTERVENTIONAL,"Pacira Pharmaceuticals, Inc",INDUSTRY,True
NCT04329884,Use of Cooled Radiofrequency for the Treatment of Hip Pain Associated With Hip OA Compared to Intra-articular Steroid Injections,UNKNOWN,2019-12-01,2022-01-01,NA,60,INTERVENTIONAL,Brigham and Women's Hospital,OTHER,True
NCT03860259,Auriculotherapy for Surgical Pain,COMPLETED,2020-01-24,2021-09-29,NA,50,INTERVENTIONAL,Jacques E. Chelly,OTHER,True
NCT03683017,OrthoPulse 2.0 and 2.1 Feasibility Evaluation,UNKNOWN,2017-12-22,2020-06,NA,35,INTERVENTIONAL,"Biolux Research Holdings, Inc.",INDUSTRY,True
NCT05186168,Corin MiniHip and Trinity Cup Clinical Surveillance Study,ACTIVE_NOT_RECRUITING,2011-03-15,2028-05-03,,546,OBSERVATIONAL,Corin,INDUSTRY,True
NCT04122248,M6-C Post Approval Study (PAS),ACTIVE_NOT_RECRUITING,2019-11-30,2026-06-30,,152,OBSERVATIONAL,Spinal Kinetics,INDUSTRY,True
NCT04705376,Cryotherapy Following Rotator Cuff Repair Surgery,WITHDRAWN,2021-01-01,2021-11-01,NA,0,INTERVENTIONAL,University Hospitals Cleveland Medical Center,OTHER,True
NCT04306198,Helical Blade vs Lag Screw Fixation for Cephalomedullary Nailing of Low Energy Intertrochanteric Hip Fractures,UNKNOWN,2020-03,2021-11,NA,200,INTERVENTIONAL,Instituto Traumatologico Dr. Teodoro Gebauer Weisser,OTHER,True
NCT07104279,Z1 Hip System: Post-Market Clinical Follow Up Study,RECRUITING,2025-10-13,2031-08,,150,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT06677086,HIFEM for Musculoskeletal System Improvement,COMPLETED,2024-05-08,2025-01-22,NA,36,INTERVENTIONAL,BTL Industries Ltd.,INDUSTRY,True
NCT06226272,Clinical Outcome Measure at Stryker Spine,NOT_YET_RECRUITING,2024-05-06,2032-01-29,,5222,OBSERVATIONAL,Stryker Spine,INDUSTRY,True
NCT05584553,"PMCF Study on the Safety, Performance and Clinical Benefits Data of the ToggleLoc™ 2.9mm and JuggerLoc™ in the Shoulder",COMPLETED,2022-12-02,2024-06-30,,214,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT06172569,"Spartan Stem, World Cup and World Liner Post Market Clinical Follow-up Study",RECRUITING,2023-12-08,2028-04-01,,200,OBSERVATIONAL,Signature Orthopaedics,INDUSTRY,True
NCT06968143,Investigating Patient Satisfaction With Smart Knee Implants,RECRUITING,2025-09-01,2027-10-31,NA,150,INTERVENTIONAL,University of Chicago,OTHER,True
NCT06620861,Investigation on a New Power Knee Firmware Update on Gait and Daily Life Activities for Transfemoral Amputees,TERMINATED,2024-12-02,2024-12-06,NA,6,INTERVENTIONAL,Össur Iceland ehf,INDUSTRY,True
NCT06520020,Evaluating Safety and Feasibility of Transcutaneous Spinal Cord Stimulation Following Traumatic and Non-Traumatic Spinal Cord Injury: A Pilot Study,RECRUITING,2024-10-23,2026-06-30,NA,30,INTERVENTIONAL,Francis Farhadi,OTHER,True
NCT04699812,Atrial Fibrillation Algorithms Clinical Validation Study,COMPLETED,2020-11-16,2021-12-17,NA,573,INTERVENTIONAL,Apple Inc.,INDUSTRY,True
NCT04460664,Coagulation Changes Associated With COVID-19 Infection,COMPLETED,2020-08-14,2022-01-26,,15,OBSERVATIONAL,HemoSonics LLC,INDUSTRY,True
NCT07385651,Deceased Donor Kidney Storage at 10 Celsius Versus Conventional Storage,RECRUITING,2024-11-18,2027-12,NA,30,INTERVENTIONAL,Vanderbilt University Medical Center,OTHER,True
NCT07143019,The Use of p48/64 MW HPC Flow Modulation Device in the Treatment of Wide-necked Intracranial Aneurysms,RECRUITING,2026-02,2032-06,NA,214,INTERVENTIONAL,phenox Inc.,INDUSTRY,True
NCT06227819,BVA-200 vs BVA-100 Validation Study,COMPLETED,2023-05-23,2023-11-30,,62,OBSERVATIONAL,Daxor Corporation,INDUSTRY,True
NCT04069377,Mechanical Versus Manual Chest Compression,COMPLETED,2016-01-01,2018-04-15,,214,OBSERVATIONAL,Ankara City Hospital Bilkent,OTHER,True
NCT04904172,Effectiveness of NIRS (Near-Infrared Spectroscopy) at Acute Ischemic Stroke Patients,UNKNOWN,2020-11-01,2023-05,,54,OBSERVATIONAL,Ege University,OTHER,True
NCT04014842,RapidShock Post-Approval Study,COMPLETED,2019-02-26,2023-12-31,NA,2756,INTERVENTIONAL,Zoll Medical Corporation,INDUSTRY,True
NCT03309956,Holter Versus Zio Patch Electrocardiographic Monitoring in Children,COMPLETED,2017-10-18,2019-10-19,NA,247,INTERVENTIONAL,Columbia University,OTHER,True
NCT03365154,Feasibility Clinical Trial of the Cardio Flow Orbital Atherectomy System to Treat Peripheral Artery Disease (PAD),COMPLETED,2018-01-25,2018-11-06,NA,10,INTERVENTIONAL,"Cardio Flow, Inc.",INDUSTRY,True
NCT06053047,Remote Monitoring of the Diabetic Foot to Prevent Re-Ulceration,TERMINATED,2024-01-22,2024-09-18,NA,26,INTERVENTIONAL,Bluedrop Medical Limited,INDUSTRY,True
NCT04163471,VasoStat vs. TR Band for Radial Hemostasis,COMPLETED,2018-06-04,2019-05-01,,40,OBSERVATIONAL,Forge Medical,INDUSTRY,True
NCT06953778,The Effectiveness of Patch-Based Screening for Pre-Symptomatic Atrial Fibrillation to Improve Patient Outcome,NOT_YET_RECRUITING,2026-06-01,2033-10-03,NA,24060,INTERVENTIONAL,VA Office of Research and Development,FED,True
NCT05881278,XVIVO Heart Perfusion System (XHPS) With Supplemented XVIVO Heart Solution (SXHS),ACTIVE_NOT_RECRUITING,2023-10-10,2029-11,NA,141,INTERVENTIONAL,XVIVO Perfusion,INDUSTRY,True
NCT05038943,Evaluation of Safety and Effectiveness of The SherpaPak in Donation After Circulatory Death Heart Transplantation,COMPLETED,2021-09-15,2022-04-08,NA,5,INTERVENTIONAL,University of Nebraska,OTHER,True
NCT04129125,The Imperative Trial: Treatment of Acute Ischemic Stroke With the Zoom Reperfusion System,COMPLETED,2021-10-01,2024-05-28,NA,328,INTERVENTIONAL,"Imperative Care, Inc.",INDUSTRY,True
NCT01927068,STELLAREX: ILLUMENATE Global and In-Stent Restenosis (ISR),COMPLETED,2013-07,2022-08,NA,499,INTERVENTIONAL,Spectranetics Corporation,INDUSTRY,True
NCT04035460,A Pilot Study Comparing Oxygen Delivery Via Helmet Interface Versus High Flow Nasal Cannula,UNKNOWN,2018-06-01,2022-09-30,NA,1,INTERVENTIONAL,Baystate Medical Center,OTHER,True
NCT06899776,Assessing Chest Pain Using Point-of-Care High-Sensitivity Troponin I in the Emergency Department,ACTIVE_NOT_RECRUITING,2025-02-07,2026-07,,600,OBSERVATIONAL,Wake Forest University Health Sciences,OTHER,True
NCT04923815,A Real-world Study of Cardiac Ablation for PSVT Using ST Catheter,COMPLETED,2021-07-20,2021-12-14,,300,OBSERVATIONAL,Johnson & Johnson Medical (Shanghai) Ltd.,INDUSTRY,True
NCT03361995,STEMI Cool Pilot Trial to Assess Cooling as an Adjunctive Therapy to PCI In Patients With Acute MI (Phase A),UNKNOWN,2020-11,2022-07,NA,80,INTERVENTIONAL,"ZOLL Circulation, Inc., USA",INDUSTRY,True
NCT03651323,Latin America Registry on WatchmanTM Outcomes in Real Life,UNKNOWN,2018-10-01,2018-12-01,,500,OBSERVATIONAL,Centro Medico Docente la Trinidad,OTHER,True
NCT04167579,STS & ACC Foundation's Transcutaneous Valve Therapy (TVT) Registry Foundation's Transcutaneous Valve Therapy (TVT) Registry,UNKNOWN,2019-05-20,2025-05-20,,5000,OBSERVATIONAL,Hoag Memorial Hospital Presbyterian,OTHER,True
NCT03980145,G-EO Gait Rehabilitation Training in Progressive Multiple Sclerosis,COMPLETED,2017-05-02,2020-03-01,NA,15,INTERVENTIONAL,Indiana University,OTHER,True
NCT06271577,Smartphone Twelve-Lead ECG Utility In ST-Elevation Myocardial Infarction II,RECRUITING,2024-03-12,2027-03,NA,1000,INTERVENTIONAL,AliveCor,INDUSTRY,True
NCT05547412,Validation of Velocity Curvature Index as a Diagnostic Biomarker Tool for Assessment of Large Vessel Stroke,TERMINATED,2022-09-21,2023-01-31,,27,OBSERVATIONAL,NovaSignal Corp.,INDUSTRY,True
NCT05100745,A Non-significant Risk Clinical Study to Assess Perfusion Changes With Application of a TUS for Patients With PAD,COMPLETED,2023-03-13,2024-12-11,NA,29,INTERVENTIONAL,"Vibrato Medical, Inc.",INDUSTRY,True
NCT04010045,REvascularization RateS and Clinical OUtcomes With DABRA Laser. A Long-Term 2-year Study,TERMINATED,2019-05-02,2020-10-15,,19,OBSERVATIONAL,Ra Medical Systems,INDUSTRY,True
NCT03887286,Focused Cardiac Ultrasound,COMPLETED,2019-04-01,2019-05-30,NA,47,INTERVENTIONAL,University of Miami,OTHER,True
NCT04402632,Embolization of the Middle Meningeal Artery With ONYX™ Liquid Embolic System for Subacute and Chronic Subdural Hematoma,COMPLETED,2020-10-27,2025-04-03,NA,600,INTERVENTIONAL,Medtronic Neurovascular Clinical Affairs,INDUSTRY,True
NCT04521699,Examination of the Impact of CalmiGo's Stress Management Device on Vascular Heath and Cardiovascular Disease Risk.,RECRUITING,2022-01-13,2026-12,NA,100,INTERVENTIONAL,Mayo Clinic,OTHER,True
NCT04227899,LIFE-BTK Randomized Controlled Trial,ACTIVE_NOT_RECRUITING,2020-08-18,2027-07,NA,261,INTERVENTIONAL,Abbott Medical Devices,INDUSTRY,True
NCT04085614,Dynamic Coronary Roadmap for Contrast Reduction,COMPLETED,2019-10-01,2023-02-09,NA,371,INTERVENTIONAL,Philips Clinical & Medical Affairs Global,INDUSTRY,True
NCT03560167,Early Feasibility Study of the AccuCinch® Ventricular Restoration System in Patients With Prior Mitral Valve Intervention (PMVI) and Recurrent Mitral Regurgitation,COMPLETED,2018-09-24,2024-01-28,NA,5,INTERVENTIONAL,"Ancora Heart, Inc.",INDUSTRY,True
NCT04769206,"Enhancing Parasympathetic Activity to Improve Endothelial Dysfunction, Vascular Oxidative Stress in African Americans",ACTIVE_NOT_RECRUITING,2021-12-20,2026-07-30,"PHASE1, PHASE2",46,INTERVENTIONAL,Vanderbilt University Medical Center,OTHER,True
NCT03985774,The ENROUTE Transcarotid Neuroprotection System (ENROUTE Transcarotid NPS) DW-MRI Study,COMPLETED,2015-02-26,2021-03-25,,31,OBSERVATIONAL,Silk Road Medical,INDUSTRY,True
NCT04519489,The Efficacy of PAP Therapy on Reducing AF Recurrence in Patients With Morbidity of OSA,TERMINATED,2020-09-18,2021-12-24,NA,129,INTERVENTIONAL,"Philips (China) Investment CO., LTD",INDUSTRY,True
NCT05301348,In Vivo Detection of Circulating Clots in Patients With Thromboembolism,RECRUITING,2023-07-26,2027-01-31,NA,30,INTERVENTIONAL,University of Arkansas,OTHER,True
NCT06323447,Pivotal Study to Validate a Novel System to Non-Invasively Detect Severe Neutropenia,NOT_YET_RECRUITING,2025-04-01,2026-04-28,,210,OBSERVATIONAL,"Leuko Labs, Inc.",INDUSTRY,True
NCT04685317,Safety and Efficacy of the Sentinel Cerebral Protection Device in Atrial Fibrillation Ablation,RECRUITING,2023-03-07,2026-12,NA,48,INTERVENTIONAL,Malini Madhavan,OTHER,True
NCT06453187,A Modified Platform Trial of Multiple CAMPs for the Management of Diabetic Foot Ulcers and Venous Leg Ulcers,ENROLLING_BY_INVITATION,2024-11-18,2027-03-31,NA,350,INTERVENTIONAL,Integra LifeSciences Corporation,INDUSTRY,True
NCT05634538,The ROB-OSTIAL Study,TERMINATED,2023-03-30,2023-05-08,NA,1,INTERVENTIONAL,Corindus Inc.,INDUSTRY,True
NCT03506308,Post Approval Study Investigating Lutonix Drug Coated Balloon for Treatment of Dysfunctional Arteriovenous Fistulae,ACTIVE_NOT_RECRUITING,2018-08-07,2030-04,NA,213,INTERVENTIONAL,C. R. Bard,INDUSTRY,True
NCT06173115,Comparison of a Single Versus Double Perclose Technique for TAVR,RECRUITING,2023-10-20,2026-06-28,NA,876,INTERVENTIONAL,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,True
NCT04816591,Middle Meningeal Artery Embolization for the Treatment of Subdural Hematomas With TRUFILL® n-BCA,COMPLETED,2021-05-27,2025-03-26,NA,376,INTERVENTIONAL,"Cerenovus, Part of DePuy Synthes Products, Inc.",INDUSTRY,True
NCT05777460,Mid- and Long-term Outcomes of Custom-made Aortic Devices,RECRUITING,2020-10-01,2027-11-01,,60,OBSERVATIONAL,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,OTHER,True
NCT07291427,Chronic Subdural Hematoma Embolization With Detachable Coils,NOT_YET_RECRUITING,2026-07-01,2028-09-01,,150,OBSERVATIONAL,Icahn School of Medicine at Mount Sinai,OTHER,True
NCT01379222,Endurant Stent Graft System Post Approval Study (ENGAGE PAS),COMPLETED,2011-08,2017-12,NA,178,INTERVENTIONAL,Medtronic Cardiovascular,INDUSTRY,True
NCT02458560,CENTERA-2: Safety and Performance Study of the Edwards CENTERA-EU Self-Expanding Transcatheter Heart Valve,COMPLETED,2015-03,2021-08-13,NA,203,INTERVENTIONAL,Edwards Lifesciences,INDUSTRY,True
NCT03544788,Evaluation of Cirvo™ Mobile Compression Device for Treatment of Venous Leg Ulcers,WITHDRAWN,2019-06-30,2020-02-01,NA,0,INTERVENTIONAL,"Radial Medical, Inc.",INDUSTRY,True
NCT05374486,EEG Brain-Machine Interface Control of an Upper-Limb Robotic Exoskeleton for Robot-Assisted Rehabilitation After Stroke,UNKNOWN,2022-04-25,2022-08,NA,30,INTERVENTIONAL,University of Houston,OTHER,True
NCT06311773,Pivotal Trial of the Boomerang Catheter for pDVA,ENROLLING_BY_INVITATION,2024-04-16,2030-03-31,NA,120,INTERVENTIONAL,"Aveera Medical, Inc.",INDUSTRY,True
NCT04674969,Drug-Eluting Registry: Real-World Treatment of Lesions in the Peripheral Vasculature,RECRUITING,2021-03-29,2028-01,,5000,OBSERVATIONAL,Boston Scientific Corporation,INDUSTRY,True
NCT05466942,RDS MultiSense® SpO2 Calibration,COMPLETED,2022-03-15,2022-10-20,NA,16,INTERVENTIONAL,Rhythm Diagnostic Systems,INDUSTRY,True
NCT05521542,Advanced NanoTherapies Dual-API DCB to Treat De-Novo Lesions in Patients With Symptomatic Coronary Artery Disease,ACTIVE_NOT_RECRUITING,2023-01-30,2027-03,NA,28,INTERVENTIONAL,Advanced NanoTherapies,INDUSTRY,True
NCT04807283,Evaluating the Safety and Effectiveness of the Laminar Left Atrial Appendage Closure System,UNKNOWN,2021-03-05,2023-12,NA,29,INTERVENTIONAL,"Laminar, Inc.",INDUSTRY,True
NCT01870401,Lutonix DCB Versus Standard Balloon Angioplasty for Treatment of Below-The-Knee (BTK) Arteries,COMPLETED,2013-06-03,2021-06-22,NA,442,INTERVENTIONAL,C. R. Bard,INDUSTRY,True
NCT03629275,Investigation of Neural Stem Cells in Ischemic Stroke,TERMINATED,2018-08-31,2021-03-02,PHASE2,15,INTERVENTIONAL,ReNeuron Limited,INDUSTRY,True
NCT03905031,Defining the Operating Characteristics of NIRS in the Diagnosis of Pediatric Traumatic Intracranial Hemorrhage,UNKNOWN,2019-04-15,2025-05,NA,400,INTERVENTIONAL,Dayton Children's Hospital,OTHER,True
NCT02618031,The Capillary Index Score Trial,COMPLETED,2016-03-01,2018-12-31,PHASE1,57,INTERVENTIONAL,Firas Al-Ali,OTHER,True
NCT07474675,Evaluation of a Point-of-care Lateral Flow Assay in Glial Fibrillary Acidic Protein (GFAP) and D-dimer in Diagnosis of Large Vessel Occlusion Acute Ischemic Stroke in a Pediatric Hospital,NOT_YET_RECRUITING,2026-03,2028-07,,250,OBSERVATIONAL,Boston Children's Hospital,OTHER,True
NCT04479618,"Test of the Safety, Effectiveness, & Acceptability of An Improvised Dressing for Sickle Cell Leg Ulcers in the Tropics",COMPLETED,2021-07-06,2022-02-20,NA,48,INTERVENTIONAL,"Benskin, Linda, PhD, RN, SRN (Ghana), CWCN, CWS, DAPWCA",OTHER,True
NCT03662997,Clinical Study to Compare 3 Multi-Layered Foam Dressings for the Management of Chronic Wounds,COMPLETED,2019-03-19,2019-11-15,NA,40,INTERVENTIONAL,Molnlycke Health Care AB,INDUSTRY,True
NCT06906055,Below-the-Knee Interventions for Limb Salvage: Use of Multifunctional Angioplasty Balloon Catheters,NOT_YET_RECRUITING,2025-04-03,2026-06-30,NA,24,INTERVENTIONAL,"Summa Therapeutics, LLC",INDUSTRY,True
